item_id,category_name,item_description,item_title,business_line,tf_code
655897,شیرینی خشک,نشاسته و آرد و زعفران  ,زولبیا  بامیه دو کیلوگرم,Pastry,5n88w5
655898,شیرینی خشک,"نشاسته، آرد، زعفران، سیاه دانه، کنجد",زولبیا رژیمی 2.5 کیلوگرم,Pastry,5n88w5
658138,باقلوا,"زولبیا و بامیه، شهد، مناسب مراسم مذهبی و پذیرایی همراه چای",زولبیا بامیه یک کیلوگرم,Pastry,2lz9xp
660214,شیرینی خشک,یک بسته (1.8 تا 2 کیلوگرم),حلوا مخلوط مجلسی یک بسته (1.8 تا 2 کیلوگرم),Pastry,5g9my8
660817,شیرینی خشک,یک کیلوگرم,زولبیا و بامیه ممتاز 500 گرم,Pastry,29w182
660825,شیرینی خشک,,زولبیا و بامیه ترکی 500 گرم,Pastry,29w182
660854,شیرینی خشک,,زولبیا تبریزی 500 گرم,Pastry,29w182
661261,زولبیا و بامیه,یک کیلوگرم,زولبیا بامیه مخلوط یک کیلوگرم,Pastry,2lzon9
661265,زولبیا و بامیه,یک کیلوگرم,گوشفیل اراکی یک کیلوگرم,Pastry,2lzon9
661270,زولبیا و بامیه,یک کیلوگرم,گوشفیل سنتی یک کیلوگرم,Pastry,2lzon9
661280,زولبیا و بامیه,یک کیلوگرم,گوشفیل شربتی یک کیلوگرم,Pastry,2lzon9
661283,زولبیا و بامیه,یک کیلوگرم,زولبیا یک کیلوگرم,Pastry,2lzon9
661827,دسر,750 گرم,حلوا هل و زعفران 750 گرم,Restaurant,566kwo
661835,دسر, ,شله زرد 400 گرم,Restaurant,566kwo
661836,دسر,750 گرم,فرنی 400 گرم,Restaurant,566kwo
662417,دسر ,"950 گرم، برنج، زعفران، پودر دارچین، پودر نارگیل ",شله زرد 950 گرم,Restaurant,2lz16w
663136,صبحانه,,تست پنیر و گردو و خرما,Cafe,2w1mro
663276,اسموتی,,اسموتی موز خرما,Cafe,2w1mro
663710,خشکبار,,خرما زاهدی یک کیلوگرم,,2mmx3k
664112,خشکبار,,خرما پیارم اعلاء یک کیلوگرم,Pastry,5kll1k
665759,پیش غذا,200 گرم حلوای زعفرانی,حلوا زعفرانی,Restaurant,29nm64
666321,دسر,130 گرم,حلوا خرمایی,Restaurant,57m86l
666696,خشکبار,"یک کیلوگرم، ریزه خاصویی و پوست نازک",خرما خاصویی یک کیلوگرم,,58k4mn
666701,خشکبار,"یک کیلوگرم، درشت، خوش خوراک، مشابه خرما پیارم",خرما خشک ربی یک کیلوگرم,,58k4mn
666826,غذای اصلی,"300 گرم، برنج ایرانی، شکر، خلال بادام، پودر نارگیل، دارچین",شله زرد,Restaurant,2o3p6y
666827,غذای اصلی,"300 گرم، آرد برنج، شکر، دارچین، شیر، سرد سرو میشود",فرنی,Restaurant,2o3p6y
666828,حلوا,"شیرخشک، کره، آردقنادی، زعفران اعلا، روغن، حل، گلاب",حلوا عربی ویژه 200 گرم,Restaurant,2o3p6y
666829,حلوا,"آرد، گلاب، شکر، هل",حلوا زعفرانی 230 گرم,Restaurant,2o3p6y
666830,حلوا,"آرد، گلاب، شکر، رشته مخصوص عربی",حلوا عربی 200 گرم,Restaurant,2o3p6y
667231,شیرینی سنتی,"تهیه شده با زعفران خالص ایرانی، کیفیت ممتاز و ترد",زولبیا و بامیه 500 گرم,Pastry,51owry
667337,شیرینی خشک,یک کیلوگرم,زولبیا و بامیه یک کیلوگرم,Pastry,27m6r9
667770,شیرینی خشک,"زولبیا و بامیه، شهد گلاب، عسل، مناسب مراسم مذهبی و پذیرایی همراه چای",زولبیا و بامیه ممتاز یک کیلوگرم,Pastry,2r9zmk
667813,سایر محصولات,250 گرم,حلوا زعفرانی 250 گرم,Pastry,5p3pmn
668007,سایر محصولات,,گوش فیل یک کیلوگرم,Pastry,5p3pmn
668158,سایر محصولات,,زولبیا و بامیه دو کیلوگرم,Pastry,5p3pmn
668619,صبحانه و عصرانه,"400 گرم، آرد برنج، شیر، بدون نان",فرنی,Cafe,5r9nz2
669044,پیش غذا,چهار عدد خرما,کاسه خرما,Restaurant,247yln
670391,زولبیا و بامیه,,گوشفیل سنتی ۷۵۰ گرم,Pastry,5p3rw9
670416,شیرینی خانگی,"این حلوا دو لایه هستش و لایه زیرین اون یک شیرینی نرم و خوشمزه رو داره شاهکار حلوای زعفرانی کاپیا با تزئین پسته و بادام و عطر زعفرانی خودش میتونه بهترین تجربه شما از خوردن حلوا باشه، بطوریکه طعمش رو محاله از خاطر ببرید و امکان نداره دلتون نخوادش

",حلوا دولایه زعفرانی کاپیا دو عددی 80 گرمی,,233xxz
670417,شیرینی خانگی,"ترافل خرما یک ترکیب جذاب از خرما و مغز و شکلات هستش که برای پذیرایی مخصوصا کنار چای میتونم بگم از این جذاب تر وجود نداره، یک بسته کوچیکش رو امتحان کنید محتویات: خرما چرخ شده، کره، ادویه، مغز گردو، بادام زمینی، بادام درختی، فندق، نارگیل، کنجد، با روکش شکلات

",ترافل خرما کاپیا بسته 15 عددی,,233xxz
670427,پیش غذا,۳۰۰ گرم,شله زرد ۳۰۰ گرم,Restaurant,266nkn
670428,پیش غذا,۳۰۰ گرم,فرنی ۳۰۰ گرم,Restaurant,266nkn
671784,شیرینی تر,"کم شیرین ، سیاهدانه، کنجد",زولبیا بامیه 500 گرم,Pastry,2k3o76
672787,شیرینی خشک,,زولبیا بامیه یک کیلوگرم,Pastry,569yl6
672907,کیک و دسر,"یک اسلایس، ترکیبی از خرما، کنجد، جو دوسر، عسل",پروتئین بار خرما کنجد,Cafe,2x3px5
673998,خرما,ارزش غذایی بالا,خرما پیارم یک کیلوگرم,Pastry,58kzlr
673999,خرما,خرما,خرما زاهدی 600 گرم,Pastry,58kzlr
674427,دسر,,فرنی,Restaurant,547m44
674428,دسر,,شله زرد,Restaurant,547m44
674447,زولبیا بامیه,  ,زولبیا 500 گرم,Pastry,5mmxrx
674450,سوغات, ,گوشفیل 500 گرم,Pastry,5mmxrx
675355,آش و حلیم,"برنج، زعفران، گلاب، دارچین",شله زرد یک کیلوگرم,Restaurant,21onox
675452,خشکبار,"منبع انرژی به دلیل دارا بودن گلوکز، فروکتوز و ساکارز و همچنین کالری بسیار زیاد جهت تامین انرژی بدن، محافظ طبیعی جهت بهبود مینا دندان و جلوگیری از پوسیدگی آن، کمک به سیستم گوارش به دلیل دارا بودن فیبر و پاکسازی آن از باکتری های مضر و رفع یبوست",خرما پیارم وزیری حدود 485 گرم,,5mm6xk
675453,خشکبار,"خرما زاهدی منبع خوبی برای انواع مختلف ویتامین و مواد معدنی است، این میوه منبع خوب انرژی، قند، و فیبر است، مواد معدنی ضروری مانند کلسیم، آهن، فسفر، سدیم، پتاسیم، منیزیم، و روی در خرما زاهدی یافت می شوند، همچنین خرما زاهدی حاوی ویتامین های مختلف از قبیل تیامین، ریبوفلاوین، نیاسین، فولات، ویتامین A، و ویتامین K است",خرما زاهدی پاکت (900 گرم),,5mm6xk
677092,زولبیا و بامیه,"500 گرم	",زولبیا,Pastry,247p88
677095,حلوا,,حلوا عربی دهین 500 گرم,Pastry,247p88
678191,شیرینی خشک,یک کیلوگرم,بامیه و زولبیا یک کیلوگرم,Pastry,2xg8z8
678543,صبحانه,"500 گرم، شیر، خامه، نشاسته، دارچین، گلاب، هل، گردو",فرنی,Restaurant,5zklgp
680109,منوی سالم و رژیمی,"یک کیلو گرم، هم نرم هم خوشمزه هم سالم",تافی با شیره خرما فراکام بدون شکر ۲۵۰ گرم,,5zn3o5
680353,خرما,پر فروش ترین خرما ,خرما زاهدی ۲۵۰ گرم,,5zn3o5
680354,خرما,,خرما پیارم ۲۵۰ گرم,,5zn3o5
680405,سایر محصولات,مناسب برای چای ,چیپس خرما 250 گرم,,5zn3o5
680712,زولبیا بامیه ,,زولبیا ۵۰۰ گرمی,Pastry,531mlm
680716,زولبیا بامیه ,,زولبیا بامیه مخلوط ۵۰۰ گرمی,Pastry,531mlm
680733,شیرینی خشک,یک کیلوگرم زولبیا و بامیه تازه با کیفیت عالی با زعفران ,زولبیا و بامیه,Pastry,531y36
680833,دسر,تهیه شده از شیرخشک تازه آرد نشاسته و زعفران درجه یک,"حلوا عربی	",Pastry,27m6r9
682630,خشکبار, ,خرما جنوب درجه یک 500 گرم,,24744p
682784,خوار و بار,"خرما درشت، به همراه چنگال و پودر نارگیل",خرما دو ردیفه درجه یک 750 گرم,Meat Shop,5lwgzn
685583,شیرینی سنتی,"زولبیا و بامیه، شهد گلاب، مناسب مراسم مذهبی و پذیرایی همراه چای",زولبیا بامیه زعفرانی یک کیلوگرم,Pastry,2r91nx
685592,حلوا و خرما,هر یک عدد هم بسته بندی می باشد,حلوا تیتابی یک بسته (50 عدد),Pastry,2r91nx
685593,حلوا و خرما,هر یک عدد هم بسته بندی می باشد,خرما با مغز گردو یک بسته (50 عدد),Pastry,2r91nx
689481,خشکبار,درشت و درجه یک,خرما پیارم یک کیلوگرم,,2479x3
689497,خشکبار,"درجه یک، امساله",خرما زاهدی یک کیلوگرم,,2479x3
689685,آش و حلیم,"۵۰۰ گرم، تهیه شده با برنج زعفرلن گلاب شکر",شله زرد ۵۰۰ گرم,Restaurant,2zl1x3
690451,شیرینی خشک,500 گرم,زولبیا بامیه 500 گرم,Pastry,2nlln9
690928,صبحانه,"400 گرم فرنی دست ساز، دورچین: یک چهارم نان قندی قاق",فرنی,Restaurant,264x32
691187,شیرینی خشک, ,زولبیا و بامیه یک کیلوگرم,Pastry,5g9rrw
691568,شیرینی خشک,500 گرم,زولبیا بامیه 500 گرم,Pastry,5ym7ol
692333,خشکبار,600 گرم,خرما مضافتی 600 گرم,Meat Shop,2w16wr
692372,ماهی و میگو,یک کیلوگرم,ماهی حلوا دريا یک کیلوگرم,Meat Shop,2w16wr
692679,خشکبار,دو کیلوگرم,خرما کبکاب دو کیلوگرم,Meat Shop,2337xk
692680,خشکبار,700 گرم,خرما مضافتی 700 گرم,Meat Shop,2337xk
692728,زولبیا و بامیه,یک بسته,زولبیا و بامیه,Pastry,2kl3nn
694642,فرآورده های لبنی,"ترکیبات؛ ارده، کنجد، شیره انگور، هل، گردو",حلوا ارده رژیمی بهدانه گردویی,Meat Shop,2337p6
695153,خشکبار, یک کیلوگرم,خرما پیارم یک کیلوگرم,Pastry,5ymnn9
695885,پیش غذا,"یک پرس شله زرد، تزئین شده، برنج، شکر، زعفران، گلاب، پودر دارچین، خلال بادام",شله زرد 500 گرم,Restaurant,2mm3z7
700691,غذای سنتی,,شله زرد یک کیلوگرم,Restaurant,5w1r7z
700830,زولبیا و بامیه,500 گرم,زولبیا 500  گرم,Pastry,21mw82
700833,خشکبار,,حلوا عربی دهین 500  گرم,Pastry,21mw82
701076,غذای ایرانی,,فرنی 500 گرم,Restaurant,2klwmr
701092,غذای ایرانی,,"شله زرد	",Restaurant,2klwmr
701601,کیک و دسر,یک عدد بار خرما ۸۵ گرمی,بار خرما,Cafe,5p39lk
702441,شیرینی خشک,500 گرم,زولبیا بامیه 500 گرم,Pastry,547lkp
703126,خشکبار,,چیپس خرما یک کیلوگرم,Pastry,2o361r
703598,خشکبار,یک کیلوگرم,خرما زاهدی یک کیلوگرم,Pastry,27m6r9
703714,نوشیدنی,یک پرس فرنی خانگی (شیر و آرد برنج و هل و شکر و وانیل) (400 گرم),فرنی خانگی,Restaurant,5zknrz
703724,پیش غذا,یک پرس شله زرد (برنج و شکر و زعفران و گلاب  و دارچین و خلال بادام) (400 گرم),شله زرد خانگی,Restaurant,5zknrz
703754,شیرینی سنتی,"زولبیا و بامیه قلمی، آرد ذرت، زعفران",زولبیا و بامیه (650 تا 750 گرم),Pastry,5gxy9o
704102,خشکبار, 740 تا 850 گرم,خرما رطب پوست نازک 740 تا 850 گرم,,2r98gn
704104,خشکبار,,خرما زاهدی یک کیلوگرم,,2r98gn
704108,خشکبار,محصول امسال,خرما خشک‌ 500 گرم,,2r98gn
704133,ارده و شیره,یک کیلوگرم ,شیره خرما یک کیلوگرم,,2r98gn
706676,کیک و دسر,"جو دوسر، مارگارین، خرما و ارده (رژیمی)",بار خرما,Cafe,5mm9gw
706907,کیک و دسر,"خرما، نارگیل، شکلات، تیکه های بادام درختی",بار خرما شکلاتی,Cafe,5mm9gw
708333,تنقلات,,خرما حبه ای رژیمی زنجبیل,Pastry,54n3y3
708334,تنقلات,,خرما حبه ای رژیمی دارچینی,Pastry,54n3y3
708346,دسر,"حلوا زعفرانی، آرد گندم، زعفران اعلاء، هل، گلاب قمصر، کره، روغن",حلوا زعفرانی ۵۰۰ گرم,Restaurant,5p3gkx
708347,دسر,"200 گرم، رشته شعریه، شیر عسل، زعفران اعلاء، هل، گلاب قمصر، کره",حلوا شعریه عربی,Restaurant,5p3gkx
708348,دسر,"190 گرم، پودر نارگیل، پسته خرد شده، شیر خشک، زعفران",حلوا عربی,Restaurant,5p3gkx
708350,دسر,"450 گرم، شیر، آرد برنج، شکر به همراه دورچین، کنجد، دارچین، گل محمدی خشک شده ",فرنی,Restaurant,5p3gkx
708351,دسر,"۴۵۰ گرم، برنج، زعفران، گلاب، هل، به همراه دورچین دارچین، خلال بادام، گل محمدی خشک شده ",شله زرد,Restaurant,5p3gkx
709926,سوغات,,حلوا گردویی تبریز,,2nkp6l
711411,خشکبار,,خرما خاصویی یک کیلوگرم,,2nkp6l
712011,شیرینی خشک,,زولبیا بامیه ۵۰۰ گرم,Pastry,2zlno9
713988,صبحانه, یک نفره,فرنی,Cafe,5y4yly
719342,پیش غذا,"فرنی با آرد برنج و ‌شیر محلی، 300 گرم",فرنی,Restaurant,2g93r6
719638,خشکبار,,چیپس خرما یک کیلوگرم,Pastry,5klrm9
719849,کیک و دسر,"300 گرم، ترکیب شیر و آرد برنج یا ذرت",فرنی ساده 300 گرم,Cafe,2lzoyw
719850,کیک و دسر,"300 گرم، ترکیب شیر و ارد برنج یا ذرت",فرنی عسلی,Cafe,2lzoyw
723011,خشکبار, ,خرما 500 گرم,,2mmx7z
723012,خشکبار,500 گرم ,خرما زاهدی 500 گرم,,2mmx7z
723187,پیش غذا,,شله زرد 275 گرم,Restaurant,5r984n
723222,ارده و شیره,500 گرم,شیره خرما 500 گرم,,2mmx7z
723225,ارده و شیره, ,حلوا ارده سنتی یزد یک کیلوگرم,,2mmx7z
723231,ارده و شیره,,حلوا شکری سنتی یزد 250 گرم,,2mmx7z
724742,خشکبار,دو کیلوگرم,خرما صادراتی خشت دو کیلوگرم,,2mm171
724745,خشکبار,یک کیلوگرم,خرما ميثم صادراتی یک کیلوگرم,,2mm171
724751,خشکبار,یک کیلوگرم,خرما صادراتي رضایی یک کیلوگرم,,2mm171
724832,سوغات,500 گرم,حلوا مسقطي لاري 500 گرم,,2mm171
725786,غذای پرسی,"زعفران، برنج، شکر، گلاب، هل، تزیین: خلال بادام، دارچین، گل محمدی",شله زرد یک پرس,Restaurant,58kyl1
725787,غذای پرسی,"شیر، آرد برنج، گلاب، هل، تزیین: دارچین، گل محمدی",فرنی یک پرس,Restaurant,58kyl1
726836,غذای پرسی,"یک پرس، با برنج ایرانی، زعفران، شکر، بادام و گل ",شله زرد یک پرس,Restaurant,2p3lon
726841,غذای پرسی,"یک پرس، با شیر، آرد برنج، بادام و گل ",فرنی یک پرس,Restaurant,2p3lon
733710,خشکبار,,خرما زاهدی 500 گرم,,547py8
733713,خشکبار,,خرما پیارم 500 گرم,,547py8
735583,خشکبار,وزن تقریبی: ±۵۰ گرم,خرما زاهدی یک کیلوگرم,,5g9n34
735584,خشکبار,وزن تقریبی: ±۵۰ گرم,خرما پیارم 500 گرم,,5g9n34
735918,حلوا و خرما,1.800 تا 2 کیلوگرم,خرما با مغز گردو,Pastry,5w73pr
735919,حلوا و خرما,"2 تا 1.800 کیلوگرم	",حلوا رولتی 2 تا 1.800 کیلوگرم,Pastry,5w73pr
735920,حلوا و خرما,"1.900 تا 1.600 کیلوگرم	",خرما حلوایی 1.900 تا 1.600 کیلوگرم,Pastry,5w73pr
735921,حلوا و خرما,"1.300 تا 1.500 کیلوگرم	",حلوا مخلوط 1.300 تا 1.500 کیلوگرم,Pastry,5w73pr
736774,خشکبار,دو کیلوگرم,خرما جنوب ۱۲۰۰ گرم,,2nxlgn
736776,عسل ارده و شیره,400 گرم,حلوا ارده ۴۰۰ گرم,,2nxlgn
739311,صبحانه,"شیره خرما، ارده، نان سیمیت",سیمیت ارده و شیره خرما,Restaurant,2rw61o
742467,ماهی و میگو,"مناسب پخت ماهی شکم پر، قلیه و انواع غذای دریایی، ارائه به صورت فیله شده در بسته بندی بهداشتی",ماهی حلوا سیاه 500 گرم,Meat Shop,586po6
742469,ماهی و میگو,"مناسب پخت ماهی شکم پر، قلیه و انواع غذای دریایی، ارائه به صورت فیله شده در بسته بندی بهداشتی",ماهی حلوا کفشک 500 گرم,Meat Shop,586po6
742855,شیرینی سنتی,۷۵۰ گرم,حلوا زنجبیل,,5klmxk
742972,شیرینی خشک,یک کیلوگرم,زولبیا و بامیه اعلا یک کیلوگرم,Pastry,2ymwk9
742976,شیرینی خشک,یک کیلوگرم,گوشفیل زعفرانی یک کیلوگرم,Pastry,2ymwk9
742977,شیرینی خشک,"بدون شکر، با عسل",گوشفیل مغزدار یک کیلوگرم,Pastry,2ymwk9
742978,شیرینی خشک,یک کیلوگرم,گوشفیل پودر قند یک کیلوگرم,Pastry,2ymwk9
742979,شیرینی خشک,"بدون شکر، با عسل",گوشفیل رژیمی یک کیلوگرم,Pastry,2ymwk9
743304,خشکبار, ,خرما پیارم یک کیلوگرم,,26678z
743305,خشکبار, ,خرما زاهدی یک کیلوگرم,,26678z
744436,صبحانه,,فرنی,Cafe,2o1394
745174,صبحانه و میان وعده,یک عدد نان آلمانی کوچک. 30 گرم پنیر لبنه.دوعدد خرما.دو عدد گردو,لقمه آلمانی پنیر و گردو و خرما,Cafe,2oxk1y
745478,سایر محصولات,۸۰۰ گرم,خرما رطب مضافتی بم ۸۰۰ گرم,Meat Shop,2lzmxz
746191,خرما,یک کیلوگرم,خرما کبکاب یک کیلوگرم,,2x7r3x
746192,خرما,دو کیلوگرم,خرما خاصویی نیمه فشرده دو کیلوگرم,,2x7r3x
746816,کیک و دسر,,فرنی,Cafe,2rw6oy
748581,سالاد و پیش غذا,یک پرس 400 گرمی,شله زرد,Restaurant,5x47g4
751693,سایر محصولات قنادی,,زولبیا و بامیه ۵۰۰ گرم,Pastry,54wng6
752186,حلوا,,حلوا مجلسی کوچک,Pastry,54wng6
752188,حلوا,,حلوا مجلسی با خرما,Pastry,54wng6
752190,حلوا,,خرما مجلسی ۵۰۰ گرم,Pastry,54wng6
752468,شیرینی جات سنتی,فرآورده خرما با مغز بادام با روکش شکلات در طعم های مختلف,خرما شکلاتی مغزدار 100 گرم,,5p684n
753180,دسر,200 گرم ,حلوا خوزستان 200 گرم,Restaurant,2zkz3x
753181,دسر,"500 گرم، برنج، زعفران، آب",شله زرد 300 گرم,Restaurant,2zkz3x
753182,دسر,"300 گرم، آرد برنج، شیر، گلاب، شکر",فرنی 300 گرم,Restaurant,2zkz3x
760923,دسر,"یک نفره، دست ساز آرد، کره، زعفران، شکر",حلوا,Restaurant,5oxly7
760924,دسر,"۳۵۰ گرم، برنج، شکر، گلاب، زعفران، خلال بادام، هل",شله زرد,Restaurant,5oxly7
761411,سایر محصولات,400 گرم,حلوا ارده شکری ساده موسوی,Meat Shop,29n9l8
761412,سایر محصولات,400 گرم ,حلوا ارده شکری با مغز پسته موسوی,Meat Shop,29n9l8
761645,کیک و دسر,نان گاتا با فیلینگ خرما,گاتا خرما,Cafe,244yw2
762072,دسر,,فرنی داغ,Cafe,5p68nr
762683,خرما و حلوا,,حلوا ویفری 65 الی 70 عدد,Pastry,5k63n1
762684,خرما و حلوا,,میکس خرما حلوا 65 الی 70 عدد,Pastry,5k63n1
762685,خرما و حلوا,65 الی 70 عدد,خرما با مغز گردو 65 الی 70 عدد,Pastry,5k63n1
763031,خرما," ۵۰۰ گرم، خاصویی بوشهر امسالی",خرما خاصویی ۲۵۰ گرم,,5x7nwm
763033,خرما,"۵۰۰ گرم، محصول امسال",خرما زاهدی لوکس ۵۰۰ گرم,,5x7nwm
763034,خرما,"چیپس خرما پیارم، ۲۵۰ گرم",چیپس خرما ۵۰۰ گزم,,5x7nwm
763035,خرما,"مخصوص افراد دیابتی، امسالی، کمی خشک، سایز متوسط، ۵۰۰ گرم",خرما خارک طبس ۵۰۰ گرم,,5x7nwm
763453,دسر سنتی,,حلوا زعفرانی,Restaurant,2lw966
763503,خشکبار,,خرما قصب صادراتی ۵۰۰ گرم‌,,2mm171
764538,حلوا و خرما,"مخلوط حلوا ویفری، حلوا تی تابی، حلوا خرما گردو",حلوا مخلوط یک کیلوگرم,Pastry,21kko1
764539,حلوا و خرما,حلوا خرمایی,حلوا خرمایی 1.100 تا 1.300 کیلوگرم,Pastry,21kko1
764540,حلوا و خرما,"حلوابرشتوک، دو رنگ
داری تنوع میباشد
دورنگ.تک رنگ هم ارسال میشود",حلوا برشتوک دو رنگ یک کیلوگرم (145 عدد),Pastry,21kko1
764541,حلوا و خرما,خرما با مغز گردو ,خرما گردویی یک کیلوگرم (54 عدد),Pastry,21kko1
764542,حلوا و خرما,حلوا رولتی ویفری,حلوا رولتی ویفری 1.100 تا 1.300 کیلوگرم (70 تا ۷۲ عدد),Pastry,21kko1
764543,حلوا و خرما,حلوا رولتی و خرما گردویی,حلوا رولتی و خرما گردویی یک بسته (72 عدد),Pastry,21kko1
764544,حلوا و خرما,,حلوا و خرما گردویی 760 گرم (50 عدد),Pastry,21kko1
764629,خشکبار,,خرما پیارم 500 گرم,Pastry,21kko1
764653,شیرینی سنتی,"۹۹۰ گرمی
روغن حیوانی",نان خرما گردویی,Pastry,21kko1
766352,خشکبار,یک کیلوگرم,خرما خشک یک کیلوگرم,,5ym9gg
766576,نان,"نان با مغز پنیر و خرما، یک عدد

",نان پنیر و خرما,Pastry,2kl3nn
767533,غذای دریایی,"یک عدد ماهی کامل حلوا سیاه ۴۰۰ گرمی، سس ویژه ماهی، سس قلیه، دورچین: زیتون یا
 ترشی، نان پیاز و لیمو، پد بهداشتی (قاشق چنگال پد الکلی دستمال کاغذی خلال دندان و..)",خوراک ماهی حلوا سیاه,Restaurant,23z97g
767550,غذای دریایی,"یک عدد ماهی حلوا سفید کامل ۴۰۰ گرمی
سس ویژه ماهی
سس قلیه
دورچین زیتون یا ترشی
نان پیاز و لیمو
پک بهداشتی (قاشق چنگال پد الکلی دستمال کاغذی خلال دندان و…)",خوراک ماهی حلوا سفید,Restaurant,23z97g
768018,خشکبار,"خرما ربی 
بصورت خشک
عالی و 
خوش طعم و مزه ",خرما ربی 500 گرم,Pastry,533gpw
768533,صبحانه,"تخم مرغ، رطب، گردو، کشمش، پیاز کاراملی، کنجد، ارده",شیش انداز خرما,Restaurant,2k6lxm
771252,چاشنی,"خواص سرکه خرما
باعث کاهش وزن می شود
از سرطان پیشگیری می کند
باعث تقویت قلب می شود
به بهبود اختلالات قاعدگی کمک می کند
سیستم ایمنی بدن را تقویت می کند
خستگی را برطرف می کند
سرفه های شدید را کاهش می دهد
سوختگی و التهابات پوستی را التیام می بخشد",سرکه خرما یک لیتر,,2y4y41
773183,شیرینی خشک,زولبیا بامیه زعفرانی مخصوص,زولبیا بامیه یک کیلوگرم,Pastry,5z4l3z
773212,حلوا و خرما,"حلوا با شهد گلاب، ویفر، تزیین شده با پودر پسته، پودر نارگیل، مناسب مراسم مذهبی و ترحیم",حلوا رولتی یک کیلوگرم (40 عدد),Pastry,5z4l3z
773213,حلوا و خرما,"خرما، مغز گردو، مناسب مراسم مذهبی و ترحیم",خرما گردویی یک کیلوگرم (30 تا 3پنج عدد),Pastry,5z4l3z
775527,خشکبار,یک کیلوگرم,خرما پیارم اعلا 250 گرم,Pastry,5x7ygx
779575,خشکبار,یک کیلوگرم,خرما خشک زاهدی یک کیلوگرم,,2z4k41
779576,خشکبار, ,خرما پیارم 500 گرم,,2z4k41
779577,خشکبار, ,چیپس خرما 500 گرم,,2z4k41
779578,خشکبار, ,چیپس خرما دارچینی 500 گرم,,2z4k41
779579,خشکبار, ,چیپس خرما کاکائویی 500 گرم,,2z4k41
779580,خشکبار, ,چیپس خرما زنجبیلی 500 گرم,,2z4k41
779581,خشکبار, ,خرما شکلاتی تنگسیر فله 500 گرم,,2z4k41
779604,شکلات, ,خرما شکلاتی 500 گرم,,2z4k41
779609,شکلات,یک کیلوگرم,خرما شکلاتی تنگسیر فله ای یک کیلوگرم,,2z4k41
780432,خشکبار,یک کیلوگرم,خرما خشک زاهدی یک کیلوگرم,,2o388o
780433,خشکبار, ,خرما پیارم 500 گرم,,2o388o
780434,خشکبار, ,چیپس خرما 500 گرم,,2o388o
780435,خشکبار, ,چیپس خرما دارچینی 500 گرم,,2o388o
780436,خشکبار, ,چیپس خرما کاکائویی 500 گرم,,2o388o
780437,خشکبار, ,چیپس خرما زنجبیلی 500 گرم,,2o388o
780438,خشکبار, ,خرما شکلاتی تنگسیر فله 500 گرم,,2o388o
780461,شکلات, ,خرما شکلاتی 500 گرم,,2o388o
780466,شکلات,یک کیلوگرم,خرما شکلاتی تنگسیر فله ای یک کیلوگرم,,2o388o
784011,پیش غذا, 200 گرم,شله زرد 200 گرم,Restaurant,5nxxl7
785025,کوکی,"یک عدد، خمیر کوکی با پودر گردو و خرما، مناسب پذیرایی همراه چای و قهوه",کوکی گردو و خرما,Cafe,5y49m4
785026,کوکی,"یک عدد، خمیر کوکی با خرما، مناسب پذیرایی همراه چای و قهوه",کوکی خرما,Cafe,5y49m4
785279,خرما و حلوا,یک کیلوگرم,خرما رول  حلوا یک کیلوگرم,Pastry,2yo84y
785444,خرما,500 گرم,خرما زاهدی ممتاز 500 گرم,,5x7nwm
790837,حلوا, ,حلوا رولی ساده 1.190 کیلوگرم,Pastry,54wng6
790839,حلوا, ,خرما گردو 1.200 کیلوگرم,Pastry,54wng6
791966,حلوا,"حلوا با مغز گردوحلوا با مغز گردو

",حلوا خرما یک بسته 1.5 کیلوگرم,Pastry,21ognn
791968,حلوا,"حلوا ویفری، حلوا خرما، حلوا قیفیحلوا ویفری، حلوا خرما، حلوا قیفی

",حلوا مخلوط یک بسته 1.5 کیلوگرم,Pastry,21ognn
794801,دسر,"۱۰۰ گرم دسر هندی ترکیب هویج، هل، پنیر",گاجر حلوا,Restaurant,5x4wnn
800790,خوار و بار,"1.2 کیلوگرم	",خرما عسلی رطب طلایی 900 گرم,,2rwpr1
800791,خوار و بار,"سه ردیفه، ۸۱۰ گرم",خرما 580 گرم,,2rwpr1
800797,خوار و بار,"یک کیلوگرم	",خرما خاصویی یک کیلوگرم,,2rwpr1
800798,خوار و بار,"یک کیلوگرم	",خرما پیارم یک کیلوگرم,,2rwpr1
800799,خوار و بار,,خرما زاهدی فله یک کیلوگرم,,2rwpr1
800800,خوار و بار,"یک کیلوگرم	",خرما کبکاب کارتنی کارتنی خشت دو کیلو گرم,,2rwpr1
800907,شیره و ارده,فلهفله,حلوا ارده سیمرغ یک کیلوگرم,,2rwpr1
800908,شیره و ارده,"400 گرم	",حلوا ارده سنتی بیست شو 400 گرم,,2rwpr1
800909,شیره و ارده, فله,حلوا ارده شکری شهره یک کیلوگرم,,2rwpr1
800910,شیره و ارده," روغنی بسیار مقوی و خوشمزه،",حلوا ارده یک کیلوگرم,,2rwpr1
801410,خشکبار,اعلا,خرما پیارم ۲۵۰ گرم,,26r444
801411,خشکبار, ,خرما زاهدی ۲۵۰ گرم,,26r444
801716,سالاد و پیش غذا,200 گرم,حلوا زعفرانی,Restaurant,2o113o
